input_image_list = [
    [3, 4, 5, 11, 6, 0, 6, 5, 14, 7, 15, 7, 8, 6, 3, 10, 4, 1, 15, 7, 13, 5, 15, 3, 13, 7, 10, 12, 1, 3, 3, 4],
    [9, 12, 10, 9, 10, 6, 4, 3, 3, 13, 0, 8, 2, 1, 0, 1, 6, 14, 11, 5, 13, 15, 14, 0, 11, 7, 11, 0, 11, 14, 11, 4],
    [14, 10, 13, 0, 15, 14, 3, 7, 0, 14, 13, 13, 2, 14, 13, 6, 8, 0, 14, 4, 14, 3, 4, 9, 2, 1, 11, 15, 4, 11, 13, 15],
    [3, 13, 12, 3, 7, 8, 9, 13, 14, 14, 12, 9, 14, 0, 4, 13, 1, 14, 7, 15, 7, 7, 8, 7, 9, 13, 2, 10, 1, 6, 0, 10],
    [6, 6, 9, 14, 11, 13, 9, 4, 13, 12, 5, 11, 12, 0, 12, 5, 11, 5, 13, 6, 11, 6, 15, 7, 5, 9, 5, 0, 11, 4, 1, 2],
    [11, 13, 13, 9, 6, 15, 10, 15, 5, 3, 7, 2, 4, 8, 15, 8, 2, 2, 13, 0, 2, 12, 7, 13, 8, 4, 7, 8, 10, 13, 7, 8],
    [9, 4, 9, 11, 13, 6, 12, 5, 0, 8, 2, 1, 8, 14, 4, 11, 13, 11, 7, 11, 4, 11, 15, 12, 10, 1, 0, 14, 11, 13, 2, 7],
    [11, 6, 9, 1, 15, 8, 0, 2, 9, 6, 3, 8, 6, 13, 6, 15, 10, 4, 6, 0, 11, 1, 4, 2, 8, 8, 6, 14, 3, 4, 9, 7],
    [2, 7, 8, 1, 9, 8, 4, 7, 10, 14, 5, 2, 2, 14, 7, 14, 11, 12, 4, 9, 9, 6, 14, 0, 7, 3, 10, 12, 5, 0, 10, 8],
    [10, 15, 7, 0, 12, 11, 8, 6, 6, 2, 6, 0, 1, 15, 13, 13, 13, 13, 3, 11, 2, 11, 4, 10, 4, 6, 14, 15, 12, 11, 2, 6],
    [4, 11, 1, 9, 6, 9, 3, 12, 2, 0, 5, 3, 13, 5, 15, 0, 11, 12, 1, 0, 6, 12, 8, 13, 3, 5, 4, 3, 3, 11, 10, 9],
    [13, 14, 7, 13, 0, 10, 7, 6, 5, 12, 0, 10, 2, 0, 14, 1, 14, 12, 8, 10, 8, 9, 4, 14, 2, 7, 1, 12, 14, 15, 5, 8],
    [4, 13, 4, 5, 2, 9, 14, 14, 11, 12, 2, 11, 4, 15, 6, 8, 15, 5, 15, 3, 6, 1, 1, 2, 9, 5, 15, 11, 1, 15, 3, 3],
    [4, 1, 5, 11, 10, 4, 9, 11, 9, 13, 10, 2, 13, 15, 3, 6, 13, 11, 7, 1, 3, 2, 15, 14, 9, 11, 6, 3, 0, 6, 15, 11],
    [0, 7, 4, 4, 2, 5, 15, 5, 11, 7, 3, 11, 6, 14, 4, 15, 11, 9, 3, 4, 1, 1, 1, 12, 10, 12, 3, 10, 10, 11, 7, 1],
    [12, 14, 2, 15, 9, 2, 12, 0, 11, 13, 7, 3, 11, 11, 7, 3, 1, 4, 4, 4, 4, 8, 1, 2, 11, 7, 4, 9, 6, 10, 5, 0],
    [4, 6, 3, 2, 0, 3, 14, 12, 12, 8, 15, 1, 7, 1, 14, 14, 4, 0, 6, 3, 13, 15, 5, 13, 9, 7, 5, 3, 13, 8, 5, 12],
    [2, 15, 9, 5, 3, 4, 14, 8, 10, 7, 1, 13, 2, 12, 11, 3, 7, 13, 4, 15, 9, 5, 11, 2, 12, 6, 10, 0, 9, 4, 3, 12],
    [8, 1, 15, 11, 10, 15, 3, 14, 11, 6, 7, 8, 6, 3, 7, 11, 8, 10, 8, 0, 10, 15, 1, 4, 9, 11, 8, 11, 6, 6, 9, 15],
]
